"feature_id","feature_field_name"
506,"fourier_Body_AccMag_max.fn"
507,"fourier_Body_AccMag_min.fn"
508,"fourier_Body_AccMag_sma.fn"
509,"fourier_Body_AccMag_energy.fn"
510,"fourier_Body_AccMag_iqr.fn"
511,"fourier_Body_AccMag_entropy.fn"
512,"fourier_Body_AccMag_maxInds"
513,"fourier_Body_AccMag_meanFreq.fn"
514,"fourier_Body_AccMag_skewness.fn"
515,"fourier_Body_AccMag_kurtosis.fn"
516,"fourier_Body_AccJerkMag_mean.fn"
517,"fourier_Body_AccJerkMag_std.fn"
518,"fourier_Body_AccJerkMag_mad.fn"
519,"fourier_Body_AccJerkMag_max.fn"
520,"fourier_Body_AccJerkMag_min.fn"
521,"fourier_Body_AccJerkMag_sma.fn"
522,"fourier_Body_AccJerkMag_energy.fn"
523,"fourier_Body_AccJerkMag_iqr.fn"
524,"fourier_Body_AccJerkMag_entropy.fn"
525,"fourier_Body_AccJerkMag_maxInds"
526,"fourier_Body_AccJerkMag_meanFreq.fn"
527,"fourier_Body_AccJerkMag_skewness.fn"
528,"fourier_Body_AccJerkMag_kurtosis.fn"
529,"fourier_Body_GyroMag_mean.fn"
530,"fourier_Body_GyroMag_std.fn"
531,"fourier_Body_GyroMag_mad.fn"
532,"fourier_Body_GyroMag_max.fn"
533,"fourier_Body_GyroMag_min.fn"
534,"fourier_Body_GyroMag_sma.fn"
535,"fourier_Body_GyroMag_energy.fn"
536,"fourier_Body_GyroMag_iqr.fn"
537,"fourier_Body_GyroMag_entropy.fn"
538,"fourier_Body_GyroMag_maxInds"
539,"fourier_Body_GyroMag_meanFreq.fn"
540,"fourier_Body_GyroMag_skewness.fn"
541,"fourier_Body_GyroMag_kurtosis.fn"
542,"fourier_Body_GyroJerkMag_mean.fn"
543,"fourier_Body_GyroJerkMag_std.fn"
544,"fourier_Body_GyroJerkMag_mad.fn"
545,"fourier_Body_GyroJerkMag_max.fn"
546,"fourier_Body_GyroJerkMag_min.fn"
547,"fourier_Body_GyroJerkMag_sma.fn"
548,"fourier_Body_GyroJerkMag_energy.fn"
549,"fourier_Body_GyroJerkMag_iqr.fn"
550,"fourier_Body_GyroJerkMag_entropy.fn"
551,"fourier_Body_GyroJerkMag_maxInds"
552,"fourier_Body_GyroJerkMag_meanFreq.fn"
553,"fourier_Body_GyroJerkMag_skewness.fn"
554,"fourier_Body_GyroJerkMag_kurtosis.fn"
555,"angle_fn.tBodyAccMean.to.gravity.fn"
556,"angle_fn.tBodyAccJerkMean.to.gravityMean.fn"
557,"angle_fn.tBodyGyroMean.to.gravityMean.fn"
558,"angle_fn.tBodyGyroJerkMean.to.gravityMean.fn"
559,"angle_fn.X.to.gravityMean.fn"
560,"angle_fn.Y.to.gravityMean.fn"
561,"angle_fn.Z.to.gravityMean.fn"
